Date,Price
24/01/17,331.09
23/01/17,330.88
22/01/17,330.46
19/01/17,330.95
18/01/17,332.05
17/01/17,332.65
16/01/17,332.74
15/01/17,333.06
12/01/17,334.18
11/01/17,333.76
10/01/17,334.37
09/01/17,333.86
08/01/17,333.29
05/01/17,333.92
04/01/17,333.8
03/01/17,333.52
02/01/17,334
01/01/17,333.65
29/12/16,332.83
28/12/16,332.29
27/12/16,332.15
26/12/16,331.22
25/12/16,331.46
22/12/16,332.19
21/12/16,332.5
20/12/16,332.14
19/12/16,332.67
18/12/16,331.83
15/12/16,332.67
14/12/16,334.2
13/12/16,333.3
12/12/16,333.25
11/12/16,333.15
08/12/16,334.11
07/12/16,334.53
06/12/16,334.01
05/12/16,333.69
04/12/16,334.03
01/12/16,333.35
30/11/16,333.56
29/11/16,333.34
28/11/16,333.39
27/11/16,333.4
24/11/16,333.74
23/11/16,333.77
22/11/16,334.92
21/11/16,335.56
20/11/16,335.47
17/11/16,336.03
16/11/16,335.83
15/11/16,335.14
14/11/16,334.43
13/11/16,334.89
10/11/16,335.91
09/11/16,336.23
08/11/16,337.23
07/11/16,337.72
06/11/16,338.17
03/11/16,338.02
02/11/16,337.66
01/11/16,337.75
31/10/16,337.78
30/10/16,337.05
27/10/16,336.84
26/10/16,337.12
25/10/16,337.76
20/10/16,337.45
19/10/16,337.39
18/10/16,336.97
13/10/16,336.91
10/10/16,337.42
09/10/16,337.54
06/10/16,337.2
05/10/16,337.19
29/09/16,338.62
28/09/16,338.93
27/09/16,339.38
26/09/16,339.51
25/09/16,338.8
22/09/16,338.96
21/09/16,338.06
20/09/16,338.95
19/09/16,339.37
18/09/16,339.68
15/09/16,339.85
14/09/16,339.97
13/09/16,340.3
12/09/16,339.87
11/09/16,339.53
08/09/16,340.98
07/09/16,341.3
06/09/16,340.75
05/09/16,340.94
04/09/16,341.42
01/09/16,341.38
31/08/16,341.89
30/08/16,342.06
29/08/16,341.81
28/08/16,341.38
25/08/16,341.73
24/08/16,341.66
23/08/16,341.21
22/08/16,340.82
21/08/16,341.08
18/08/16,340.8
17/08/16,340.61
16/08/16,339.94
15/08/16,339.49
11/08/16,339.76
10/08/16,339.68
09/08/16,339.2
08/08/16,339.63
